DistanceFromTarget,ElevationDifference,GunTiltX,GunTiltY,XDifference,YDifference,Zdifference,HitOrMiss
21.74503,1.455582,83.18183,55.35693,10.74266,1.455582, 18.85001 ,0
42.53404,1.457999,82.16825,58.22503,24.76964,1.457999, 34.54683 ,0
33.91355,1.484088,75.09097,145.4917,-29.72039,1.484088, 16.2673 ,0
33.4724,1.463689,80.18575,168.1172,-33.26441,1.463689, 3.426086 ,0
39.04654,1.484721,74.96017,151.4006,-35.11421,1.484721, 17.01236 ,0
31.32273,1.458114,82.12332,169.1065,-30.99155,1.458114, 4.302441 ,1
33.18412,1.45281,84.57068,174.1644,-33.12729,1.45281, 1.287476 ,0
32.92685,1.465339,79.68105,18.31092,31.71786,1.465339, 8.718239 ,1
22.14391,1.478229,76.36126,93.5685,-1.572186,1.478229, 22.03851 ,0
33.59945,1.498164,72.40273,75.43204,9.800879,1.498164, 32.10329 ,0
19.32019,1.517517,69.25282,134.571,-15.81177,1.517517, 10.99796 ,0
31.93015,1.472937,77.61759,91.88323,-0.774496,1.472937, 31.88675 ,1
48.47498,1.477586,76.50761,80.0839,4.531065,1.477586, 48.24013 ,0
42.25313,1.474577,77.21519,108.6962,-13.08931,1.474577, 40.14751 ,1
62.11073,1.47196,77.86348,78.52084,15.96996,1.47196, 60.00447 ,0
58.6825,1.46985,78.41221,58.32812,28.70427,1.46985, 51.1619 ,0
35.70794,1.49496,72.97838,29.21763,32.91076,1.49496, 13.7733 ,0
23.9769,1.450293,86.25224,90.41577,1.38677,1.450293, 23.89278 ,0
30.05344,1.457389,82.41132,63.47378,13.89413,1.457389, 26.60899 ,1
32.13189,1.530999,67.30553,32.23529,29.95884,1.530999, 11.51444 ,0
35.71742,1.495157,72.9424,29.18275,32.39375,1.495157, 14.97144 ,0
21.32481,1.448653,88.00054,154.6658,-18.49584,1.448653, 10.51441 ,0
43.49809,1.499727,72.12863,146.3006,-38.5625,1.499727, 20.06908 ,0
22.68177,1.488,74.29891,91.22372,1.493557,1.488, 22.58358 ,0
26.92053,1.533638,66.9428,23.85943,26.74548,1.533638, 2.65374 ,0
45.85594,1.454498,83.68816,20.14916,43.56769,1.454498, 14.23053 ,0
47.61223,1.46682,79.24798,60.48265,20.60363,1.46682, 42.89829 ,0
29.82229,1.485082,74.88609,59.65358,12.96414,1.485082, 26.81594 ,0
37.89804,1.482915,75.3367,79.57962,11.02255,1.482915, 36.22935 ,0
26.13053,1.483975,75.11459,138.6127,-18.72115,1.483975, 18.16923 ,0
52.11571,1.481991,75.53305,131.0546,-36.88691,1.481991, 36.78596 ,0
53.05229,1.464621,79.89759,59.22244,29.25133,1.464621, 44.23528 ,0
37.78441,1.511912,70.11557,93.94194,-5.814771,1.511912, 37.30368 ,0
29.40332,1.451401,85.43481,26.05608,26.43273,1.451401, 12.79684 ,0
21.1766,1.449108,87.39458,175.8813,-21.09949,1.449108, 1.077053 ,0
12.45067,1.657992,53.5246,104.0362,-5.802353,1.657992, 10.8905 ,0
53.35124,1.465301,79.6922,36.70399,43.75483,1.465301, 30.49135 ,0
58.50089,1.477252,76.58447,45.6871,42.91943,1.477252, 39.72523 ,0
20.97375,1.448167,88.98943,106.7397,-5.278007,1.448167, 20.24706 ,0
24.0334,1.529861,67.46369,156.6749,-23.88866,1.529861, 2.143742 ,0
20.65546,1.55036,64.758,26.37486,20.4581,1.55036, 2.389671 ,0
21.68955,1.5541,64.29337,68.4174,8.266207,1.5541, 19.99228 ,0
28.23953,1.448005,89.83601,38.76936,22.77838,1.448005, 16.62888 ,0
49.16899,1.457806,82.24456,96.4408,-8.086473,1.457806, 48.47756 ,0
28.80148,1.526341,67.95985,112.3776,-14.96726,1.526341, 24.55965 ,0
39.6865,1.480661,75.82047,158.7155,-38.05698,1.480661, 11.15762 ,0
40.96057,1.46082,81.13034,85.78602,2.688822,1.46082, 40.84611 ,0
18.03673,1.560271,63.54312,26.49643,17.96195,1.560271, 0.5074196 ,0
20.89182,1.471402,78.0062,150.7439,-17.89931,1.471402, 10.67323 ,0
21.80998,1.463814,80.14648,10.46905,21.7137,1.463814, 1.431072 ,1
28.42653,1.480043,75.95586,161.9018,-27.80178,1.480043, 5.739147 ,0
35.09374,1.504477,71.31902,142.2196,-29.05648,1.504477, 19.62213 ,0
28.67922,1.505785,71.10184,38.03121,23.44988,1.505785, 16.44182 ,0
33.56147,1.481282,75.68562,39.60482,27.11562,1.481282, 19.72109 ,0
28.15156,1.531668,67.21307,45.03328,21.60741,1.531668, 17.98011 ,0
27.83954,1.51067,70.31171,30.95094,25.52199,1.51067, 11.01754 ,0
57.46275,1.468971,78.6483,56.14948,32.5216,1.468971, 47.3514 ,0
33.30219,1.516879,69.34931,67.6022,13.97104,1.516879, 30.1918 ,0
31.96899,1.482007,75.52975,155.3783,-29.84669,1.482007, 11.35762 ,0
33.49464,1.512041,70.09542,116.8762,-15.08643,1.512041, 29.86645 ,0
60.29101,1.4705,78.24031,143.9018,-49.67319,1.4705, 34.13821 ,0
44.83224,1.494335,73.09288,58.21718,25.66348,1.494335, 36.72986 ,0
14.31951,1.470412,78.2636,168.1761,-14.23809,1.470412, 0.403717 ,1
36.69912,1.472393,77.75385,33.12117,32.24727,1.472393, 17.4577 ,0
16.30563,1.448841,87.73036,155.2177,-14.19839,1.448841, 7.885422 ,0
38.40984,1.457952,82.18673,167.4194,-37.73783,1.457952, 7.003281 ,0
20.94288,1.448002,89.90509,165.2648,-19.95891,1.448002, 6.176529 ,0
15.26953,1.578151,61.47276,132.4431,-11.71322,1.578151, 9.667912 ,0
54.18958,1.476923,76.66035,148.7352,-47.39892,1.476923, 26.22351 ,1
49.02732,1.46933,78.55125,35.98231,40.7136,1.46933, 27.27493 ,1
18.10032,1.474912,77.13456,149.6033,-16.24239,1.474912, 7.850548 ,0
62.26875,1.475055,77.1003,129.094,-42.63462,1.475055, 45.35979 ,0
50.27502,1.472992,77.60381,102.0805,-14.80746,1.472992, 48.02236 ,0
30.34062,1.448607,88.07185,59.26457,15.67008,1.448607, 25.94039 ,0
28.721,1.450736,85.90623,103.1023,-8.270617,1.450736, 27.46613 ,0
52.37115,1.48178,75.57838,62.53121,23.94663,1.48178, 46.55213 ,1
42.64744,1.454381,83.74541,32.86092,36.05261,1.454381, 22.7354 ,0
30.2741,1.450556,86.04234,49.59417,19.26648,1.450556, 23.30707 ,0
38.22853,1.454702,83.58995,134.1315,-27.87757,1.454702, 26.11791 ,0
33.38409,1.462483,80.57108,81.03603,5.079084,1.462483, 32.96303 ,1
6.504056,1.528561,67.64578,101.6853,1.076,1.528561, 6.229645 ,0
51.97644,1.476935,76.65753,57.70908,26.90082,1.476935, 44.44901 ,0
29.656,1.448946,87.59213,149.1773,-25.95655,1.448946, 14.27013 ,0
9.074313,1.67185,52.29641,135.6888,-7.4206,1.67185, 4.948006 ,0
34.03244,1.514784,69.66908,40.58456,28.27069,1.514784, 18.88599 ,0
32.04604,1.518668,69.0798,90.13605,2.274261,1.518668, 31.92914 ,0
43.84118,1.472029,77.84589,116.4061,-17.07136,1.472029, 40.35407 ,0
29.95013,1.503295,71.51726,40.56441,23.14756,1.503295, 18.94574 ,0
52.98783,1.476552,76.74651,81.02054,7.62556,1.476552, 52.41546 ,1
46.62659,1.476723,76.70692,71.10012,16.92211,1.476723, 43.42235 ,0
22.56437,1.643054,54.88973,58.91054,16.3952,1.643054, 15.41586 ,0
50.53133,1.474658,77.1957,161.5199,-48.99797,1.474658, 12.26536 ,1
16.45428,1.467936,78.93302,136.1731,-11.3424,1.467936, 11.82956 ,1
37.57617,1.465116,79.74779,96.74026,-0.3600409,1.465116, 37.54587 ,0
35.56497,1.47693,76.65891,154.8746,-33.43042,1.47693, 12.04547 ,0
27.65515,1.564128,63.08407,143.6039,-25.16617,1.564128, 11.35888 ,0
41.39429,1.480089,75.94587,42.86842,30.88986,1.480089, 27.5157 ,0
39.26905,1.475869,76.90673,116.3179,-17.88073,1.475869, 34.93078 ,1
34.38129,1.454739,83.57234,111.1322,-13.66079,1.454739, 31.5173 ,0
33.12523,1.468898,78.66838,42.28115,24.44965,1.468898, 22.30107 ,1
58.05217,1.466918,79.22024,56.52628,32.68125,1.466918, 47.95663 ,0
34.86606,1.466147,79.44254,83.29499,5.942826,1.466147, 34.32456 ,0
14.40144,1.448308,91.37347,98.20168,1.536252,1.448308, 14.24584 ,0
46.08736,1.491562,73.61011,82.13773,10.48854,1.491562, 44.85321 ,0
45.67748,1.459567,81.57566,91.73785,1.940292,1.459567, 45.6129 ,0
57.00991,1.466018,79.48041,137.465,-42.36935,1.466018, 38.11586 ,0
20.44977,1.448957,87.57874,100.2156,-0.8748261,1.448957, 20.3796 ,0
16.26192,1.534298,66.85278,109.5263,-2.658237,1.534298, 15.96965 ,0
7.479228,1.639676,55.20487,136.8446,-5.931702,1.639676, 4.25032 ,0
44.51732,1.462659,80.51385,70.57542,12.48765,1.462659, 42.70493 ,0
40.97504,1.49419,73.11951,80.91087,7.115856,1.49419, 40.32475 ,0
30.33574,1.498981,72.25895,27.58651,27.82449,1.498981, 11.99201 ,0
25.87974,1.448105,90.80075,137.037,-20.30481,1.448105, 15.98058 ,0
43.02325,1.478067,76.39796,103.7721,-7.417611,1.478067, 42.35321 ,0
52.1797,1.478443,76.31279,52.62797,30.56001,1.478443, 42.26844 ,0
57.92577,1.468855,78.67996,142.4873,-47.28059,1.468855, 33.43326 ,0
18.32635,1.481895,75.5536,100.7977,-4.115123,1.481895, 17.79677 ,0
30.55059,1.469682,78.45673,89.74328,0.5143248,1.469682, 30.51089 ,1
13.35083,1.715883,48.59991,124.3978,-9.769225,1.715883, 8.936592 ,0
31.65294,1.487617,74.37473,152.8439,-29.14268,1.487617, 12.26376 ,0
47.59421,1.48603,74.69276,52.49268,29.10581,1.48603, 37.62782 ,0
45.35257,1.480786,75.7931,103.6665,-9.928315,1.480786, 44.22772 ,0
39.11712,1.464514,79.93014,168.9444,-38.97368,1.464514, 3.009384 ,0
44.99142,1.461998,80.73081,89.87868,-2.99496,1.461998, 44.86781 ,0
27.02333,1.460565,81.21898,18.96044,25.66937,1.460565, 8.319298 ,1
30.71914,1.465145,79.73908,66.54102,9.506763,1.465145, 29.17431 ,0
54.59855,1.465031,79.77347,60.9081,29.29696,1.465031, 46.04936 ,0
25.99884,1.491796,73.56596,144.8927,-21.33105,1.491796, 14.78852 ,0
53.40463,1.470031,78.36422,32.16383,46.35751,1.470031, 26.47405 ,0
45.84488,1.45951,81.5965,17.30489,43.98214,1.45951, 12.8528 ,0
46.20934,1.497662,72.49171,21.82403,45.15629,1.497662, 9.693821 ,0
42.97759,1.471843,77.8932,19.13616,41.73705,1.471843, 10.14524 ,0
29.12375,1.465028,79.77432,153.9096,-26.61217,1.465028, 11.74048 ,1
44.74216,1.454385,83.74359,21.37937,42.35504,1.454385, 14.34559 ,0
44.72548,1.474125,77.32478,13.21497,44.60398,1.474125, 2.946213 ,1
13.77383,1.449373,92.89997,99.95657,-1.211211,1.449373, 13.64371 ,0
43.78295,1.456077,82.9623,64.76238,20.91578,1.456077, 38.4364 ,0
21.32483,1.448684,87.954,173.7769,-21.15567,1.448684, 2.255524 ,0
32.31168,1.462932,80.42598,146.7303,-27.89695,1.462932, 16.23775 ,0
38.03182,1.461838,80.78399,121.7385,-18.8224,1.461838, 33.01514 ,0
36.41038,1.453509,84.1891,83.46672,7.065079,1.453509, 35.68876 ,0
19.98655,1.541461,65.89748,126.0001,-13.25756,1.541461, 14.87693 ,0
21.67989,1.518633,69.08505,49.25169,14.22265,1.518633, 16.29194 ,0
24.00925,1.458529,81.96333,119.4602,-14.07569,1.458529, 19.39566 ,0
53.06669,1.477891,76.43794,122.3088,-29.28481,1.477891, 44.22995 ,1
51.40937,1.465622,79.59681,154.6653,-47.48218,1.465622, 19.65244 ,0
35.90877,1.480035,75.95779,99.1485,-6.074291,1.480035, 35.36032 ,0
9.643864,1.821673,40.64909,83.15334,1.155882,1.821673, 9.399445 ,0
31.06106,1.505611,71.13065,101.5718,-10.1524,1.505611, 29.3164 ,0
56.95679,1.469975,78.37885,148.0968,-49.38459,1.469975, 28.33862 ,0
15.79496,1.625189,56.58589,103.0346,-7.837368,1.625189, 13.61673 ,0
34.17623,1.454061,83.90472,149.1067,-28.3471,1.454061, 19.03528 ,0
42.01652,1.478834,76.22463,116.518,-15.81631,1.478834, 38.89788 ,0
24.57543,1.528084,67.71281,25.30168,23.94528,1.528084, 5.314148 ,0
56.25562,1.471679,77.93515,32.62785,48.53708,1.471679, 28.40213 ,0
37.50475,1.505653,71.12378,126.1647,-25.44821,1.505653, 27.50868 ,0
47.82411,1.47672,76.70739,59.74123,25.48309,1.47672, 40.44226 ,1
3.246352,1.467265,100.8786,75.29901,-2.15296,1.467265, 1.936672 ,0
29.30849,1.482884,75.3432,32.27222,26.53355,1.482884, 12.35958 ,0
37.23642,1.456485,82.78635,134.2569,-26.50466,1.456485, 26.11384 ,0
42.5375,1.47265,77.68936,165.1605,-42.11855,1.47265, 5.770462 ,0
36.44729,1.488759,74.1497,161.1406,-35.72319,1.488759, 7.07402 ,0
30.81059,1.472637,77.69259,115.9757,-13.44192,1.472637, 27.68462 ,1
16.45234,1.616767,57.41234,46.6833,13.81192,1.616767, 8.791851 ,0
32.92765,1.471048,78.09755,69.1929,8.938033,1.471048, 31.65719 ,0
37.27311,1.452871,84.53622,121.4391,-22.09404,1.452871, 29.98378 ,0
16.49456,1.527679,67.77002,42.39495,13.36441,1.527679, 9.546165 ,0
12.0211,1.561486,63.39773,135.3809,-8.486293,1.561486, 8.369671 ,0
12.13336,1.549647,64.84753,47.8218,8.340549,1.549647, 8.674801 ,0
45.9721,1.477129,76.61277,18.32093,44.87634,1.477129, 9.867435 ,1
44.73815,1.4793,76.12065,166.1136,-44.71233,1.4793, 0.3485565 ,0
40.57206,1.500199,72.04647,100.442,-10.58205,1.500199, 39.13901 ,0
34.07819,1.486366,74.62492,33.11969,29.73032,1.486366, 16.58981 ,0
45.16764,1.453735,84.07057,156.3208,-42.03879,1.453735, 16.45427 ,0
21.75713,1.486593,74.57931,102.0064,-4.269927,1.486593, 21.28217 ,0
39.90025,1.479801,76.00925,41.28415,31.28527,1.479801, 24.71987 ,0
21.10131,1.625742,56.53224,37.88981,19.99248,1.625742, 6.551563 ,0
8.630041,1.547363,65.13633,37.14462,8.13051,1.547363, 2.445011 ,0
48.56533,1.463374,80.28484,122.53,-28.55831,1.463374, 39.25395 ,0
44.92656,1.463001,80.40377,88.98801,-1.095603,1.463001, 44.88937 ,0
16.16979,1.508839,70.60421,160.5725,-16.09665,1.508839, 0.2890625 ,0
49.12306,1.482251,75.47768,160.0506,-47.72594,1.482251, 11.53745 ,0
43.67863,1.454473,83.7006,56.19741,26.92803,1.454473, 34.3597 ,0
38.81818,1.474926,77.13108,154.7439,-35.39513,1.474926, 15.87011 ,0
7.665687,1.737247,46.90146,125.3441,-4.36317,1.737247, 6.05867 ,0
14.58338,1.483207,75.27518,20.05557,14.07276,1.483207, 3.525978 ,1
49.74332,1.48075,75.80115,37.29168,40.11944,1.48075, 29.37067 ,1
13.09357,1.457099,82.52966,131.9571,-8.412076,1.457099, 9.927505 ,1
49.85251,1.472942,77.61621,34.90216,41.40053,1.472942, 27.73265 ,1
18.17945,1.449857,93.37279,22.70808,16.74111,1.449857, 6.937244 ,0
27.11943,1.466348,79.38429,18.01544,26.24697,1.466348, 6.664097 ,1
10.21631,1.672062,52.27788,121.511,-5.006727,1.672062, 8.74699 ,0
40.46069,1.452998,84.46507,121.6221,-21.97198,1.452998, 33.9439 ,0
33.24572,1.449259,87.22278,36.58597,26.14713,1.449259, 20.48183 ,0
34.87426,1.451609,85.29736,11.19982,34.29125,1.451609, 6.181984 ,0
42.06886,1.467517,79.05032,43.33323,31.76443,1.467517, 27.54371 ,1
17.98282,1.528489,67.65588,95.0396,-5.880934,1.528489, 16.92514 ,0
58.82559,1.46986,78.40952,89.99393,2.11435,1.46986, 58.7692 ,0
35.15463,1.453796,84.03922,158.5462,-33.16959,1.453796, 11.55476 ,0
23.91913,1.44975,93.27449,173.7779,-23.79879,1.44975, 1.908031 ,0
41.05222,1.477133,76.61184,118.1848,-22.24512,1.477133, 34.47111 ,0
23.08629,1.550705,64.71487,106.1913,-7.615932,1.550705, 21.73867 ,0
28.56181,1.452878,84.53189,144.6209,-22.96137,1.452878, 16.92459 ,0
48.58357,1.461228,80.98967,9.069172,48.55366,1.461228, 0.8778305 ,0
34.14274,1.457345,82.42906,100.5016,-9.775222,1.457345, 32.681 ,0
19.3712,1.498506,72.34243,94.64281,-1.309127,1.498506, 19.26873 ,0
21.23988,1.451458,85.3969,57.55859,11.70852,1.451458, 17.66172 ,0
43.7125,1.460653,81.18822,133.5244,-28.74663,1.460653, 32.89803 ,0
49.51615,1.457994,82.17032,7.922114,49.48521,1.457994, 0.9678917 ,0
17.89746,1.448302,88.64011,116.6968,-6.468781,1.448302, 16.62457 ,0
60.30623,1.470334,78.28394,142.0153,-48.71206,1.470334, 35.52205 ,0
38.12543,1.467038,79.18593,53.25793,24.10088,1.467038, 29.50498 ,1
26.76383,1.448659,87.9919,136.8214,-19.53185,1.448659, 18.24036 ,0
52.80204,1.47861,76.27509,30.6544,47.50579,1.47861, 23.00149 ,0
60.7066,1.473372,77.5097,93.04049,-0.1889223,1.473372, 60.68843 ,0
38.33451,1.463247,80.32522,56.61184,18.64812,1.463247, 33.46104 ,0
47.994,1.476721,76.70732,83.42828,6.871271,1.476721, 47.47662 ,1
36.68103,1.452488,84.75541,67.97144,17.06869,1.452488, 32.4353 ,0
29.6684,1.542829,65.71912,55.24863,20.04767,1.542829, 21.81569 ,0
19.35988,1.597194,59.40957,31.48696,19.09886,1.597194, 2.736328 ,0
34.48064,1.48723,74.45184,149.7323,-31.42118,1.48723, 14.12134 ,0
9.522448,1.737798,46.85845,103.0107,-2.519016,1.737798, 9.017296 ,0
11.65059,1.729048,47.5468,50.00139,10.37924,1.729048, 5.001785 ,0
19.50796,1.537779,66.38397,99.89619,-6.375082,1.537779, 18.37265 ,0
30.03046,1.550101,64.79051,143.3715,-27.19914,1.550101, 12.63457 ,0
35.35103,1.454547,83.66447,149.1815,-30.90847,1.454547, 17.0952 ,0
10.09753,1.55141,64.62682,154.3915,-9.9549,1.55141, 0.6732597 ,0
24.07111,1.455108,83.39838,125.172,-14.03136,1.455108, 19.5044 ,1
49.72297,1.471426,78.00009,162.2796,-48.29775,1.471426, 11.72757 ,1
36.17151,1.460953,81.08427,19.35012,34.83747,1.460953, 9.622578 ,0
24.22292,1.539963,66.09425,37.32414,20.09997,1.539963, 13.43018 ,0
32.06428,1.466631,79.30241,134.5734,-20.74603,1.466631, 24.40429 ,0
9.996001,1.757036,45.37504,85.92357,-1.586807,1.757036, 9.711586 ,0
3.381864,1.547894,114.9312,25.70918,2.929482,1.547894, 0.6776123 ,0
56.52958,1.473638,77.44411,114.9673,-23.98404,1.473638, 51.16823 ,0
23.11711,1.598496,59.27303,138.0773,-19.95247,1.598496, 11.56481 ,0
34.97593,1.492131,73.50271,17.05363,34.81996,1.492131, 2.942707 ,0
26.41241,1.509946,70.42698,82.87046,4.907295,1.509946, 25.90857 ,0
35.69379,1.465422,79.65633,169.6425,-35.66178,1.465422, 0.3695335 ,0
33.26079,1.449265,87.21671,56.15302,19.84301,1.449265, 26.65398 ,0
51.27296,1.475591,76.97258,143.3957,-42.69187,1.475591, 28.35742 ,0
23.45609,1.493222,73.29853,99.71532,-7.445548,1.493222, 22.19285 ,0
43.34628,1.477427,76.54418,106.7402,-13.90393,1.477427, 41.02923 ,0
45.55277,1.48654,74.58984,99.16628,-7.279576,1.48654, 44.94277 ,0
45.17176,1.460296,81.31385,89.34463,4.392357,1.460296, 44.93398 ,0
21.90896,1.448958,87.57707,140.1935,-14.90826,1.448958, 15.98897 ,0
17.64338,1.63456,55.68702,35.83298,17.18504,1.63456, 3.645752 ,0
30.38789,1.454426,83.72363,68.30907,12.27057,1.454426, 27.76224 ,0
55.01908,1.467291,79.11398,105.1404,-13.0125,1.467291, 53.43801 ,0
7.462542,1.90973,34.70015,123.9817,-7.176778,1.90973, 0.732338 ,0
45.11007,1.468868,78.67646,159.6054,-43.01644,1.468868, 13.50358 ,1
33.12775,1.463121,80.36523,150.6019,-28.40897,1.463121, 16.97756 ,0
40.83503,1.4621,80.69723,36.83202,33.02693,1.4621, 23.97048 ,1
21.89655,1.46063,81.19624,120.3366,-13.59316,1.46063, 17.10413 ,0
33.80416,1.448919,87.62778,54.00199,21.07929,1.448919, 26.38721 ,0
13.91568,1.449878,86.6088,74.43247,6.732243,1.449878, 12.09219 ,0
27.21599,1.473437,77.49342,101.9023,-3.562004,1.473437, 26.94163 ,0
36.20306,1.462323,80.62364,28.44315,32.33488,1.462323, 16.2166 ,1
32.12757,1.50257,71.63986,104.3489,-10.70387,1.50257, 30.25476 ,0
18.44085,1.546944,65.18967,124.6933,-11.00216,1.546944, 14.71816 ,0
31.44037,1.514068,69.77946,51.71346,19.55327,1.514068, 24.57385 ,0
40.65742,1.457588,82.3314,68.56157,12.54573,1.457588, 38.6459 ,0
17.77244,1.571869,62.184,36.74438,15.70586,1.571869, 8.167923 ,0
51.04856,1.459846,81.47445,93.60543,-2.673199,1.459846, 50.95761 ,0
23.72769,1.477382,76.55454,166.1111,-23.64559,1.477382, 1.306293 ,0
54.46362,1.470918,78.1314,114.5949,-24.24709,1.470918, 48.74629 ,0
41.37132,1.495211,72.93253,70.51699,11.78858,1.495211, 39.62802 ,0
26.3882,1.478251,76.35631,105.1071,-7.617038,1.478251, 25.22167 ,0
59.98708,1.471281,78.03748,55.18468,37.34694,1.471281, 46.92005 ,0
23.21126,1.600882,59.02443,142.1867,-21.64312,1.600882, 8.232582 ,0
52.56476,1.480004,75.96457,144.433,-43.70515,1.480004, 29.16716 ,1
36.39091,1.498093,72.41535,41.2085,30.17934,1.498093, 20.27958 ,0
18.56306,1.448728,87.88892,41.53817,12.16524,1.448728, 13.94615 ,0
23.61758,1.448529,88.20115,76.41255,8.982481,1.448529, 21.79465 ,0
15.39711,1.569902,62.41007,124.7619,-10.69582,1.569902, 10.96383 ,0
11.12978,1.798362,42.31221,81.8784,-0.6821104,1.798362, 10.96232 ,0
31.64774,1.480873,75.77441,149.2538,-27.74603,1.480873, 15.1507 ,0
26.77662,1.508341,70.68461,113.7259,-9.500484,1.508341, 24.98905 ,0
45.51856,1.463255,80.32254,132.8521,-32.27752,1.463255, 32.06181 ,0
9.085958,1.719449,48.31245,42.18464,8.842671,1.719449, 1.185455 ,0
32.05218,1.522326,68.53898,21.58281,31.99008,1.522326, 1.288269 ,0
6.609408,1.873502,37.0906,53.94343,6.212591,1.873502, 1.256176 ,0
35.55022,1.504317,71.34567,82.84467,8.618187,1.504317, 34.45695 ,0
52.24801,1.478565,76.28526,63.97512,22.36627,1.478565, 47.19554 ,1
26.20822,1.492495,73.4344,28.11356,24.02501,1.492495, 10.36543 ,0
52.61963,1.478375,76.32827,31.53354,46.40733,1.478375, 24.75885 ,1
22.31081,1.542257,65.79353,73.86267,2.741871,1.542257, 22.08791 ,0
42.24691,1.487875,74.32355,114.5947,-16.42416,1.487875, 38.89518 ,0
36.60321,1.457302,82.44674,27.63537,32.95748,1.457302, 15.858 ,0
41.59053,1.452638,84.66823,100.8164,-11.4658,1.452638, 39.95244 ,0
15.23339,1.590328,60.13858,80.86715,1.149753,1.590328, 15.10646 ,0
12.1523,1.511714,70.14674,113.8242,-7.624543,1.511714, 9.341278 ,0
38.17432,1.471564,77.96468,71.4146,9.222116,1.471564, 37.0144 ,0
41.38618,1.467847,78.95789,121.2335,-22.1802,1.467847, 34.90989 ,1
48.98528,1.470123,78.33966,164.1455,-48.13977,1.470123, 8.941963 ,0
16.67163,1.596232,59.51072,87.13044,4.395319,1.596232, 16.00238 ,0
39.66312,1.48042,75.87316,103.6783,-12.32925,1.48042, 37.66911 ,0
13.01868,1.545824,65.33267,141.6883,-10.87588,1.545824, 6.986538 ,0
12.09313,1.448499,88.25154,65.06531,7.396242,1.448499, 9.457336 ,0
35.35657,1.500854,71.9334,69.8857,13.58697,1.500854, 32.60719 ,0
18.88282,1.579195,61.35614,106.0938,-6.192488,1.579195, 17.76852 ,0
49.45134,1.485663,74.76733,78.02789,13.77758,1.485663, 47.47006 ,0
43.28867,1.486589,74.58012,16.00856,43.1148,1.486589, 3.579479 ,0
32.90458,1.448873,87.68827,32.79908,28.3575,1.448873, 16.62723 ,0
7.525945,1.474075,77.33693,64.09924,3.917448,1.474075, 6.254642 ,1
53.52575,1.469112,78.61015,85.59802,0.3257871,1.469112, 53.5046 ,0
38.07436,1.482891,75.34182,159.2995,-36.87394,1.482891, 9.368553 ,0
24.72027,1.474016,77.35151,89.72091,-2.697719,1.474016, 24.52838 ,0
41.76274,1.4612,80.99933,40.75858,31.2131,1.4612, 27.70802 ,0
50.35408,1.473637,77.44447,103.27,-13.08344,1.473637, 48.60232 ,1
28.21537,1.483032,75.31216,20.59217,27.3632,1.483032, 6.720333 ,0
22.55508,1.557414,63.88802,71.58941,8.150988,1.557414, 20.97301 ,0
26.99147,1.554619,64.22944,35.76074,24.11569,1.554619, 12.02314 ,0
49.74171,1.466455,79.35314,34.5756,41.55064,1.466455, 27.30626 ,0
17.48664,1.668707,52.57194,79.72139,5.643843,1.668707, 16.46648 ,0
45.06031,1.460565,81.21893,35.85582,36.26675,1.460565, 26.70246 ,0
33.24503,1.455988,83.00124,77.11855,5.033405,1.455988, 32.82952 ,0
45.6226,1.465521,79.62685,93.54226,-5.872842,1.465521, 45.21928 ,0
32.68454,1.45985,81.47295,100.6392,-9.015247,1.45985, 31.38269 ,0
44.31944,1.468445,78.79196,139.948,-33.67253,1.468445, 28.77875 ,0
29.98312,1.493782,73.19475,115.6584,-11.79647,1.493782, 27.52453 ,0
19.7404,1.574071,61.93278,99.99365,-5.544753,1.574071, 18.88018 ,0
45.10121,1.463509,80.24213,72.48914,10.55421,1.463509, 43.82449 ,0
50.03508,1.46417,80.03577,79.02759,10.40016,1.46417, 48.92036 ,0
28.36712,1.458072,82.13992,48.40145,18.05393,1.458072, 21.83171 ,1
47.11264,1.461184,81.00491,159.7299,-44.65716,1.461184, 14.94001 ,0
30.85739,1.448525,88.20731,90.9027,-3.149866,1.448525, 30.66201 ,0
40.99333,1.469271,78.56726,40.45986,30.63132,1.469271, 27.20325 ,0
12.62436,1.631954,55.93488,60.15825,5.072572,1.631954, 11.44466 ,0
35.96794,1.480544,75.84608,14.15517,35.93722,1.480544, 0.1296349 ,0
47.05093,1.494506,73.06139,56.11896,29.71817,1.494506, 36.44704 ,0
30.15013,1.561989,63.33769,152.9004,-30.01986,1.561989, 2.323399 ,0
49.67759,1.460018,81.4126,82.85784,5.074441,1.460018, 49.39616 ,0
22.32556,1.581165,61.13731,134.8634,-17.92012,1.581165, 13.2212 ,0
34.7195,1.477998,76.4137,70.64428,13.99529,1.477998, 31.73942 ,0
35.79995,1.456475,82.79095,58.79137,18.46777,1.456475, 30.63424 ,0
21.74902,1.514286,69.74594,75.55212,1.826435,1.514286, 21.61922 ,0
50.31892,1.482361,75.45406,154.9468,-47.13866,1.482361, 17.54258 ,1
13.02976,1.45164,85.27723,134.0107,-9.421412,1.45164, 8.88282 ,1
59.53376,1.472241,77.79216,60.45404,29.26136,1.472241, 51.82541 ,0
11.71427,1.455356,83.28415,83.94902,-1.611438,1.455356, 11.51127 ,0
49.34016,1.465494,79.63474,92.91666,-1.594202,1.465494, 49.29262 ,0
43.44112,1.497688,72.48712,39.71367,35.37672,1.497688, 25.16695 ,0
47.41345,1.487732,74.35198,98.69687,-10.14823,1.487732, 46.29077 ,0
