DistanceFromTarget,ElevationDifference,GunTiltX,GunTiltY,XDifference,YDifference,Zdifference,HitOrMiss
46.13301,1.457878,82.21581,72.45698,13.33611,1.457878, 44.1393 ,0
36.95037,1.472828,77.64472,69.65961,11.06935,1.472828, 35.22258 ,0
47.20956,1.463197,80.34093,36.13881,38.43843,1.463197, 27.36948 ,0
27.24195,1.564641,63.02356,45.87219,21.64335,1.564641, 16.46941 ,0
27.70861,1.458234,82.07686,154.9587,-24.70642,1.458234, 12.45927 ,0
38.05122,1.466868,79.23422,133.4876,-28.25138,1.466868, 25.44805 ,0
37.39079,1.500594,71.97817,150.849,-34.05051,1.500594, 15.37473 ,0
38.74375,1.495154,72.94302,115.982,-14.63233,1.495154, 35.84323 ,0
39.10391,1.481008,75.74487,129.3182,-27.41597,1.481008, 27.84398 ,0
20.17964,1.469962,78.38246,161.8342,-19.32937,1.469962, 5.60648 ,1
19.71306,1.531748,67.20209,87.93484,-3.563971,1.531748, 19.32761 ,0
13.64376,1.600771,59.03589,98.22589,-0.3788511,1.600771, 13.54423 ,0
33.18324,1.512794,69.97748,130.9989,-21.4472,1.512794, 25.2756 ,0
34.89214,1.473714,77.42547,85.61829,3.697346,1.473714, 34.66438 ,0
18.9341,1.529086,67.57215,153.3082,-17.95078,1.529086, 5.825066 ,0
38.50894,1.458604,81.93465,117.7339,-15.70389,1.458604, 35.13116 ,0
46.55665,1.48948,74.00915,154.9132,-44.21595,1.48948, 14.50011 ,0
41.56847,1.466211,79.42396,125.1181,-26.18084,1.466211, 32.25449 ,0
31.30641,1.503579,71.46935,147.5647,-28.08747,1.503579, 13.74497 ,0
47.38487,1.479374,76.10406,38.90199,36.89978,1.479374, 29.69081 ,0
24.26839,1.463379,80.28316,163.7184,-23.35186,1.463379, 6.44236 ,1
41.67586,1.489616,73.98291,86.47276,2.698003,1.489616, 41.56175 ,0
53.65366,1.477953,76.42391,26.37823,49.44675,1.477953, 20.77378 ,1
33.84245,1.498504,72.34283,114.1027,-14.45928,1.498504, 30.56133 ,0
37.40771,1.483593,75.1941,30.88472,33.49652,1.483593, 16.58671 ,0
37.76807,1.484716,74.96109,15.10596,37.72683,1.484716, 0.9534302 ,0
51.36716,1.466255,79.41118,154.889,-47.45482,1.466255, 19.60803 ,0
27.75956,1.467203,79.13902,62.05418,14.99124,1.467203, 23.31744 ,0
56.10335,1.465906,79.51321,140.0047,-44.84922,1.465906, 33.67469 ,0
34.03521,1.488791,74.14337,124.1489,-17.38521,1.488791, 29.22215 ,0
48.62225,1.468284,78.83634,46.87937,34.8158,1.468284, 33.9091 ,0
36.93597,1.452312,84.8597,20.23275,34.84619,1.452312, 12.16141 ,0
50.25087,1.467159,79.15142,144.8666,-41.70551,1.467159, 27.9937 ,0
16.72554,1.468215,78.85545,11.51273,16.63483,1.468215, 0.933075 ,1
42.30655,1.467811,78.9678,44.58665,29.15127,1.467811, 30.62504 ,0
37.67376,1.454061,83.90451,45.67527,24.62646,1.454061, 28.47342 ,0
50.46334,1.459914,81.4499,65.68207,24.04715,1.459914, 44.34131 ,0
42.3633,1.466345,79.38505,43.39507,31.53131,1.466345, 28.25377 ,1
30.59793,1.449197,87.29257,122.1236,-14.09286,1.449197, 27.12056 ,0
37.78968,1.457129,82.51724,130.387,-23.46995,1.457129, 29.58206 ,0
33.8513,1.496073,72.77632,17.81986,33.69958,1.496073, 2.830215 ,0
33.12336,1.494377,73.08517,80.55013,4.973965,1.494377, 32.71366 ,0
41.55353,1.481704,75.59465,109.4723,-10.65363,1.481704, 40.13728 ,0
42.92588,1.458996,81.78644,33.40803,36.37833,1.458996, 22.74026 ,0
10.90021,1.456226,82.89762,47.95189,8.734593,1.456226, 6.356171 ,0
52.08109,1.474251,77.29408,115.0291,-19.60663,1.474251, 48.22703 ,0
30.66283,1.457658,82.30323,77.98853,8.480117,1.457658, 29.4308 ,0
52.82125,1.466025,79.4784,57.80992,31.26448,1.466025, 42.54959 ,0
28.08755,1.54461,65.48865,53.48395,17.85748,1.54461, 21.62487 ,0
36.63898,1.500232,72.04078,48.83169,23.19169,1.500232, 28.32507 ,0
30.65413,1.522613,68.49706,121.9917,-17.21253,1.522613, 25.31968 ,0
20.7168,1.471169,78.06631,133.269,-12.18147,1.471169, 16.69232 ,0
35.75488,1.511658,70.15554,21.75082,35.35241,1.511658, 5.131554 ,0
26.24927,1.495042,72.96337,113.5444,-9.781301,1.495042, 24.31286 ,0
60.29532,1.472933,77.61863,65.17809,22.98821,1.472933, 55.72161 ,0
24.7186,1.449592,86.8772,59.23144,10.53223,1.449592, 22.31547 ,0
36.49914,1.480391,75.87961,145.719,-31.21549,1.480391, 18.85707 ,0
35.35814,1.468532,78.76819,116.1348,-16.04045,1.468532, 31.47611 ,1
38.57823,1.473351,77.51485,138.8795,-28.55369,1.473351, 25.89973 ,0
33.56976,1.506936,70.91294,39.7777,28.14701,1.506936, 18.23193 ,0
45.98196,1.459231,81.69895,167.4458,-45.38552,1.459231, 7.23642 ,0
20.88151,1.461716,80.82467,17.97996,20.30459,1.461716, 4.6502 ,0
39.03206,1.48528,74.84547,164.1594,-38.86754,1.48528, 3.257282 ,0
45.03967,1.456826,82.64265,109.1703,-18.57527,1.456826, 41.00499 ,0
31.15017,1.476046,76.8652,51.07509,17.61925,1.476046, 25.64598 ,0
9.61886,1.726115,47.77951,73.37856,1.638621,1.726115, 9.319759 ,0
47.94806,1.465133,79.74275,94.29243,-3.483563,1.465133, 47.79889 ,0
56.5289,1.474283,77.28648,150.249,-49.49601,1.474283, 27.26698 ,0
28.96642,1.502045,71.7292,71.92258,10.40669,1.502045, 26.99071 ,0
30.39028,1.561112,63.4424,138.9856,-26.65425,1.561112, 14.51492 ,0
37.57309,1.467788,78.97412,51.21602,25.987,1.467788, 27.0972 ,0
23.58939,1.498606,72.32482,62.5443,12.39774,1.498606, 20.01273 ,0
46.61139,1.467729,78.99075,152.6718,-42.43424,1.467729, 19.23026 ,0
30.65911,1.485311,74.83911,164.6064,-30.58014,1.485311, 1.621681 ,0
47.59036,1.461216,80.99385,62.51764,19.14207,1.461216, 43.5464 ,0
10.06499,1.448532,91.80507,79.69833,0.2992715,1.448532, 9.955715 ,0
49.19537,1.486601,74.57761,154.8319,-46.49447,1.486601, 16.00745 ,0
45.02095,1.461473,80.90672,15.0784,44.14137,1.461473, 8.734383 ,0
47.88408,1.475035,77.10516,95.36174,-8.657699,1.475035, 47.07179 ,0
53.67251,1.460981,81.07447,115.9723,-25.45347,1.460981, 47.23055 ,0
43.274,1.461644,80.84905,101.6989,-5.529316,1.461644, 42.8944 ,0
38.40165,1.455898,83.04094,157.4325,-35.72834,1.455898, 14.00187 ,0
12.45269,1.634571,55.68594,127.0516,-6.856302,1.634571, 10.2659 ,0
46.54875,1.457375,82.41724,26.59745,41.79843,1.457375, 20.43413 ,0
47.49324,1.463315,80.30371,52.31913,27.26243,1.463315, 38.86164 ,0
46.01896,1.477775,76.46443,160.2032,-44.37029,1.477775, 12.11766 ,1
25.83286,1.448117,89.15525,149.7554,-21.4178,1.448117, 14.37071 ,0
37.45533,1.504011,71.39679,33.45821,33.70172,1.504011, 16.27371 ,0
30.37203,1.472213,77.79924,91.62807,-1.756597,1.472213, 30.28543 ,0
49.28231,1.484284,75.0503,59.12415,27.14357,1.484284, 41.10681 ,0
11.76684,1.567427,62.6971,151.9262,-11.53563,1.567427, 1.71196 ,0
36.86323,1.463723,80.17499,134.4983,-26.8605,1.463723, 25.20453 ,1
50.52974,1.480122,75.93843,160.2744,-48.99833,1.480122, 12.25674 ,1
48.02961,1.470846,78.15002,165.6163,-47.59134,1.470846, 6.304379 ,0
9.428428,1.729614,47.50199,133.4848,-8.944338,1.729614, 2.429508 ,0
21.82565,1.537379,66.4375,47.42017,16.02922,1.537379, 14.73294 ,0
23.02331,1.448904,87.6479,51.28955,14.24107,1.448904, 18.03234 ,0
21.4402,1.613898,57.69813,34.05439,20.97122,1.613898, 4.157566 ,0
40.67196,1.490822,73.75099,125.2621,-23.84332,1.490822, 32.91628 ,0
20.45604,1.614058,57.6821,144.4459,-19.87081,1.614058, 4.582062 ,0
43.61938,1.456442,82.80476,104.7117,-10.58683,1.456442, 42.29005 ,0
22.80675,1.595497,59.58828,133.4173,-17.97063,1.595497, 13.95202 ,0
25.09497,1.502841,71.59393,51.91877,13.90199,1.502841, 20.83827 ,0
36.77974,1.452877,84.533,108.177,-10.73368,1.452877, 35.14863 ,0
40.69024,1.454331,83.76984,6.238725,40.6635,1.454331, 0.2466049 ,0
37.22016,1.483913,75.12757,118.2444,-15.9814,1.483913, 33.58173 ,0
30.67287,1.487879,74.32294,163.6873,-30.51309,1.487879, 2.750072 ,0
28.59956,1.489575,73.99084,60.03365,15.07106,1.489575, 24.26064 ,0
50.0741,1.475162,77.07465,83.12011,9.548826,1.475162, 49.13308 ,0
37.58576,1.450935,85.75916,93.51428,1.072024,1.450935, 37.54244 ,0
46.1735,1.470878,78.14175,20.93739,44.05051,1.470878, 13.76157 ,1
22.45815,1.540883,65.97323,113.2211,-8.433442,1.540883, 20.75744 ,0
33.24792,1.482087,75.51263,61.64679,16.54787,1.482087, 28.79923 ,0
48.16353,1.459867,81.46703,142.2315,-38.38786,1.459867, 29.0511 ,0
18.89382,1.537782,66.38363,64.23286,10.0235,1.537782, 15.9418 ,0
25.46808,1.44806,89.39667,114.6628,-13.49878,1.44806, 21.54784 ,0
40.45947,1.470807,78.16008,136.8172,-30.44515,1.470807, 26.60635 ,1
32.72653,1.526218,67.97736,71.68577,12.77103,1.526218, 30.09314 ,0
17.11429,1.456439,82.80593,84.64964,3.463255,1.456439, 16.69682 ,0
35.40987,1.510978,70.26287,103.0973,-4.686506,1.510978, 35.06583 ,0
58.08279,1.473546,77.46687,101.5603,-13.06108,1.473546, 56.57603 ,0
53.78807,1.469778,78.43116,102.8624,-10.6923,1.469778, 52.69413 ,0
9.749561,1.507048,70.89451,157.581,-9.337374,1.507048, 2.365631 ,1
42.43982,1.496508,72.69794,120.7167,-22.96478,1.496508, 35.65834 ,0
35.0451,1.456147,82.93198,128.9287,-23.74038,1.456147, 25.73778 ,0
22.44996,1.451958,85.07488,36.15452,16.89318,1.451958, 14.71439 ,0
57.63583,1.472446,77.74062,46.5418,41.68843,1.472446, 39.77178 ,0
54.57016,1.469759,78.43638,74.57318,12.10927,1.469759, 53.18936 ,0
27.61925,1.448186,88.93402,57.1299,13.03106,1.448186, 24.30879 ,0
18.80536,1.604275,58.67381,91.16801,-1.279665,1.604275, 18.69306 ,0
4.84173,1.467881,78.9483,28.8167,2.903312,1.467881, 3.585869 ,0
33.21744,1.531552,67.22903,78.56441,9.374507,1.531552, 31.83035 ,0
48.96544,1.474113,77.32769,160.5927,-47.51179,1.474113, 11.75034 ,0
43.47903,1.47504,77.10384,141.2156,-33.89217,1.47504, 27.19505 ,0
51.42791,1.477182,76.6005,63.60656,26.02533,1.477182, 44.33204 ,0
26.43327,1.456898,82.61275,46.79194,16.88681,1.456898, 20.28375 ,0
26.20562,1.559211,63.67053,32.57968,24.72231,1.559211, 8.550503 ,0
34.94565,1.501442,71.83228,154.1382,-32.99646,1.501442, 11.40957 ,0
26.7719,1.569939,62.40591,140.9899,-24.17379,1.569939, 11.39727 ,0
11.39253,1.577004,61.60145,103.0735,1.21059,1.577004, 11.21772 ,0
47.71938,1.4565,82.78011,28.81674,42.31441,1.4565, 22.01153 ,0
44.84753,1.485428,74.81528,58.22345,21.66365,1.485428, 39.24004 ,0
15.65162,1.471648,77.94317,69.64768,2.330813,1.471648, 15.40697 ,0
47.1278,1.458088,82.13364,114.055,-20.81942,1.458088, 42.25465 ,0
51.26098,1.463408,80.27393,31.31268,43.75721,1.463408, 26.66182 ,0
55.2953,1.480479,75.8602,135.2696,-41.87597,1.480479, 36.08021 ,0
17.67977,1.453066,84.42746,90.04459,-1.281206,1.453066, 17.57331 ,0
55.68847,1.466896,79.22643,90.0053,-2.814461,1.466896, 55.59795 ,0
31.33695,1.450079,86.43124,153.1926,-28.64045,1.450079, 12.63435 ,0
39.53256,1.459924,81.44628,69.5228,12.22464,1.459924, 37.56661 ,0
7.321754,1.559841,63.59478,59.59457,1.24219,1.559841, 7.044994 ,0
28.03313,1.454046,83.91187,54.76051,15.3082,1.454046, 23.43931 ,0
36.81012,1.467436,79.07292,11.31028,36.73862,1.467436, 1.762039 ,0
29.05088,1.495418,72.89484,158.1881,-28.12746,1.495418, 7.110775 ,0
14.69032,1.781838,43.51811,131.0005,-14.14551,1.781838, 3.540462 ,0
26.29461,1.504166,71.37096,27.17304,24.70255,1.504166, 8.884151 ,0
40.44757,1.496312,72.7332,91.31921,-4.607666,1.496312, 40.15639 ,0
60.04232,1.470891,78.13847,58.31328,30.22453,1.470891, 51.85937 ,0
33.97783,1.448663,87.98434,144.3561,-28.98076,1.448663, 17.67793 ,0
47.16702,1.463986,80.09283,13.39978,46.46506,1.463986, 7.973877 ,0
41.89733,1.453771,84.05244,159.901,-39.8073,1.453771, 12.98658 ,0
29.29997,1.455591,83.17744,56.15224,15.53288,1.455591, 24.80119 ,0
41.93457,1.47874,76.24578,142.3624,-33.44508,1.47874, 25.25367 ,0
39.21527,1.470783,78.16633,11.894,39.17757,1.470783, 0.8899765 ,1
51.6238,1.480427,75.87153,112.7749,-19.96013,1.480427, 47.58591 ,1
39.26457,1.506046,71.05883,19.20894,39.18352,1.506046, 2.022446 ,0
6.998683,1.747282,46.12216,43.88839,6.776752,1.747282, 0.06484604 ,0
53.42125,1.480228,75.91528,67.02876,22.19191,1.480228, 48.57117 ,1
19.63541,1.450237,86.29821,13.39006,19.01021,1.450237, 4.696587 ,0
39.64426,1.488242,74.25123,82.88319,4.099206,1.488242, 39.40366 ,0
31.57132,1.457335,82.43304,86.96763,3.538028,1.457335, 31.33858 ,0
53.54152,1.475927,76.89325,147.822,-47.21918,1.475927, 25.19652 ,0
10.11944,1.671076,52.3641,64.56478,4.124359,1.671076, 9.08847 ,0
60.69801,1.47165,77.94254,111.0869,-20.65016,1.47165, 57.05833 ,0
10.70071,1.707242,49.3031,41.20952,10.45773,1.707242, 1.492149 ,0
29.61972,1.492597,73.41519,151.4586,-26.6417,1.492597, 12.85766 ,0
51.79511,1.465394,79.6647,61.00623,23.98312,1.465394, 45.88459 ,0
16.78675,1.625574,56.54854,132.2595,-13.72682,1.625574, 9.525074 ,0
10.33723,1.773239,44.1553,95.89296,-3.371566,1.773239, 9.609711 ,0
21.05961,1.564329,63.06038,95.16343,-2.866702,1.564329, 20.80486 ,0
10.15517,1.724792,47.88485,60.70755,6.360945,1.724792, 7.725986 ,0
29.0307,1.518709,69.07374,120.326,-16.1976,1.518709, 24.04398 ,0
47.00584,1.471133,78.07555,105.164,-14.06195,1.471133, 44.82908 ,0
40.95306,1.459545,81.58376,154.8922,-37.45856,1.459545, 16.48875 ,0
49.32614,1.474189,77.3093,165.4525,-48.88482,1.474189, 6.416306 ,1
46.6866,1.48412,75.08436,126.0619,-30.16824,1.48412, 35.59934 ,0
21.8079,1.514334,69.73846,159.4203,-21.70662,1.514334, 1.453854 ,0
57.39149,1.474326,77.27583,129.4492,-37.19075,1.474326, 43.6859 ,0
54.26645,1.481479,75.6432,143.1919,-45.34983,1.481479, 29.76652 ,0
9.112095,1.44948,93.01118,63.82642,5.304346,1.44948, 7.265892 ,0
36.66665,1.466417,79.3643,106.1883,-8.03675,1.466417, 35.74498 ,0
31.33814,1.491312,73.65762,23.8085,30.20043,1.491312, 8.233437 ,0
20.35047,1.635761,55.57335,144.416,-20.03647,1.635761, 3.163162 ,0
30.75652,1.538427,66.29766,55.60671,18.6841,1.538427, 24.38239 ,0
18.68855,1.460329,81.30212,163.1003,-17.77296,1.460329, 5.590267 ,1
43.43472,1.482782,75.36484,72.80076,13.58084,1.482782, 41.23029 ,0
8.29663,1.453703,95.91277,44.35503,5.286351,1.453703, 6.226982 ,0
43.78621,1.494265,73.10571,110.6298,-14.0878,1.494265, 41.43106 ,0
46.20419,1.469602,78.47826,148.3745,-39.83981,1.469602, 23.35502 ,1
30.34962,1.464992,79.7851,58.57329,17.8257,1.464992, 24.51933 ,0
33.55459,1.465156,79.73581,112.6755,-11.87134,1.465156, 31.3502 ,1
23.43244,1.494263,73.106,154.7142,-22.21066,1.494263, 7.316608 ,0
34.58746,1.462626,80.52467,144.8926,-28.20514,1.462626, 19.96554 ,1
26.3001,1.448473,88.2984,166.125,-25.27446,1.448473, 7.127319 ,0
22.57469,1.479358,76.10755,147.193,-19.15217,1.479358, 11.85845 ,0
14.61909,1.455223,83.34512,92.36522,2.70396,1.455223, 14.29296 ,0
50.23027,1.459293,81.67625,73.23891,16.64083,1.459293, 47.37123 ,0
46.70165,1.462458,80.57944,59.90039,26.70793,1.462458, 38.28305 ,0
50.65454,1.477568,76.51192,158.0461,-48.06243,1.477568, 15.92803 ,1
42.34221,1.488112,74.27689,124.0446,-25.20261,1.488112, 33.9923 ,0
52.39994,1.475563,76.97916,158.9269,-49.83633,1.475563, 16.12195 ,1
32.35472,1.453178,84.36626,9.669265,31.98652,1.453178, 4.645325 ,0
28.80967,1.519137,69.00968,64.38829,15.95072,1.519137, 23.94292 ,0
20.13788,1.489292,74.04572,162.2668,-19.90156,1.489292, 2.691475 ,0
44.83509,1.479978,75.97022,67.9366,13.60561,1.479978, 42.69522 ,0
34.58641,1.451459,85.3959,97.89039,-0.5964114,1.451459, 34.55079 ,0
21.40482,1.523173,68.41547,126.149,-11.88525,1.523173, 17.7366 ,0
51.37292,1.463252,80.32365,158.9003,-48.46801,1.463252, 16.96725 ,0
21.17466,1.503485,71.48518,158.1735,-20.63908,1.503485, 4.487091 ,0
9.652988,1.519755,68.91768,156.9925,-9.298522,1.519755, 2.099529 ,0
16.04689,1.538959,66.22707,127.0716,-8.743352,1.538959, 13.36742 ,0
24.2745,1.569835,62.41789,27.63069,24.21254,1.569835, 0.7344894 ,0
42.0323,1.457136,82.51441,120.7998,-24.78013,1.457136, 33.91955 ,0
33.10205,1.457055,82.54771,120.5208,-18.65867,1.457055, 27.30342 ,0
36.67161,1.473599,77.4536,52.77349,20.42619,1.473599, 30.42049 ,0
36.89669,1.48879,74.14369,107.4048,-10.03297,1.48879, 35.47519 ,0
54.67657,1.463218,80.33431,65.81254,20.60897,1.463218, 50.62269 ,0
47.17588,1.461504,80.89605,140.5757,-37.25771,1.461504, 28.9014 ,0
48.38248,1.483214,75.27367,80.22532,6.906955,1.483214, 47.86396 ,0
41.17252,1.453898,83.98711,40.99163,32.35674,1.453898, 25.41858 ,0
30.74407,1.503245,71.52561,159.3749,-30.34971,1.503245, 4.672638 ,0
36.00431,1.459734,81.51485,96.50473,-2.135759,1.459734, 35.91126 ,0
25.04228,1.517073,69.31978,55.37883,17.3363,1.517073, 18.00742 ,0
59.43133,1.468716,78.71794,142.0748,-48.93166,1.468716, 33.69894 ,0
52.81168,1.462814,80.46387,156.3293,-48.99646,1.462814, 19.65403 ,0
44.88935,1.470118,78.34095,33.53884,37.60186,1.470118, 24.47433 ,1
41.0368,1.502926,71.57952,67.28598,16.29404,1.502926, 37.63329 ,0
24.64703,1.50744,70.8307,63.52296,9.777225,1.50744, 22.57453 ,0
35.1835,1.465251,79.70726,142.1523,-27.63158,1.465251, 21.73079 ,1
24.93589,1.472685,77.68043,25.26795,22.88395,1.472685, 9.795635 ,1
11.12795,1.465346,79.67903,39.26892,8.925505,1.465346, 6.482239 ,1
25.87425,1.514806,69.66579,35.67658,21.75386,1.514806, 13.92666 ,0
37.03817,1.491733,73.57794,85.27944,1.429555,1.491733, 36.98049 ,0
16.8808,1.59508,59.63224,146.8058,-16.049,1.59508, 4.984627 ,0
13.61034,1.599056,59.21452,86.92087,4.540521,1.599056, 12.73059 ,0
26.59904,1.449331,87.14537,11.25211,26.1717,1.449331, 4.522232 ,0
57.38932,1.468644,78.7374,94.43837,-1.998343,1.468644, 57.33571 ,0
38.38399,1.450277,86.26521,21.27825,36.2234,1.450277, 12.6132 ,0
5.827737,1.922075,33.90147,123.5086,-5.366655,1.922075, 1.211262 ,0
24.25092,1.448006,90.19353,110.435,-10.30358,1.448006, 21.90541 ,0
29.64515,1.541023,65.955,131.3653,-21.8249,1.541023, 20.00335 ,0
35.87107,1.460973,81.07736,35.95851,29.81792,1.460973, 19.88696 ,0
43.56711,1.478353,76.33316,31.63153,37.31083,1.478353, 22.44571 ,0
21.61586,1.53642,66.56599,41.02715,18.75462,1.53642, 10.63715 ,0
21.35187,1.451631,85.28323,16.08013,20.60701,1.451631, 5.398731 ,0
60.6007,1.469884,78.40313,91.5345,-3.694936,1.469884, 60.47009 ,0
42.24162,1.463239,80.32751,86.68549,4.867227,1.463239, 41.93476 ,0
35.08883,1.46088,81.10942,54.30496,18.45718,1.46088, 29.80645 ,0
30.0258,1.457228,82.47668,172.4455,-29.98798,1.457228, 0.3821983 ,0
41.67533,1.45758,82.33444,72.52501,12.19135,1.45758, 39.82561 ,0
48.99279,1.467542,79.04321,83.80363,2.395505,1.467542, 48.91218 ,0
17.02261,1.498079,72.41791,160.394,-16.70072,1.498079, 2.934433 ,0
47.9822,1.481631,75.61034,44.29046,35.07698,1.481631, 32.70629 ,1
10.88701,1.460686,98.82321,34.64911,9.197084,1.460686, 5.639767 ,0
32.69464,1.525095,68.13799,37.68336,27.79325,1.525095, 17.15078 ,0
19.74155,1.470519,78.23548,111.7042,-6.84832,1.470519, 18.45717 ,1
39.61291,1.485841,74.73115,120.5417,-23.73239,1.485841, 31.68199 ,0
46.91006,1.479403,76.09754,39.68618,37.28046,1.479403, 28.4347 ,1
37.54879,1.453301,84.29986,137.3406,-27.17771,1.453301, 25.86836 ,0
49.52526,1.461269,80.97578,169.7653,-49.30596,1.461269, 4.420311 ,0
39.82342,1.452799,84.57639,107.4635,-14.97025,1.452799, 36.87392 ,0
23.42611,1.448092,90.74744,47.02575,13.61597,1.448092, 19.00766 ,0
19.0158,1.607514,58.34243,80.9402,1.376516,1.607514, 18.89767 ,0
45.31729,1.461462,80.91018,15.8885,44.26127,1.461462, 9.615646 ,0
39.56224,1.46401,80.08552,132.2267,-25.90514,1.46401, 29.86555 ,0
38.25629,1.507629,70.79997,80.42488,10.37674,1.507629, 36.79122 ,0
37.62738,1.515868,69.50288,112.5322,-18.10138,1.515868, 32.95242 ,0
40.61732,1.451725,85.22245,110.3929,-15.71465,1.451725, 37.42604 ,0
30.21353,1.451022,85.69711,105.957,-10.98999,1.451022, 28.10644 ,0
26.02228,1.533267,66.99341,23.00984,25.97632,1.533267, 0.1970863 ,0
14.98709,1.448001,89.94027,145.5569,-12.31849,1.448001, 8.412552 ,0
52.88111,1.475053,77.1009,103.1599,-12.15412,1.475053, 51.44428 ,1
25.18053,1.448003,89.88216,76.22785,1.831431,1.448003, 25.07206 ,0
49.43568,1.468606,78.74796,51.60133,28.97294,1.468606, 40.02872 ,0
53.04913,1.477833,76.45116,107.7971,-12.8289,1.477833, 51.45333 ,0
63.4281,1.471736,77.92065,130.9586,-43.7917,1.471736, 45.86115 ,0
45.55707,1.461066,81.0452,14.98749,44.49738,1.461066, 9.658939 ,0
51.68336,1.471401,78.00658,20.84521,49.03628,1.471401, 16.26186 ,0
40.92146,1.453592,84.14555,14.39187,39.90535,1.453592, 8.945141 ,0
46.9227,1.463216,80.33507,145.8614,-38.21535,1.463216, 27.18797 ,0
28.96101,1.490324,73.8462,96.7598,-6.852417,1.490324, 28.09917 ,0
43.61377,1.464294,79.99753,136.2639,-33.38422,1.464294, 28.02696 ,0
42.84454,1.485514,74.79773,22.43506,40.99092,1.485514, 12.37711 ,0
34.87967,1.503761,71.43884,101.3794,-3.808155,1.503761, 34.63853 ,0
32.78908,1.485239,74.85385,156.2498,-30.70629,1.485239, 11.40359 ,0
23.38117,1.564106,63.0867,138.5834,-18.29751,1.564106, 14.47183 ,0
45.92455,1.46476,79.85528,169.7955,-45.89273,1.46476, 0.8811798 ,0
27.9025,1.44814,89.07549,90.21614,-1.655064,1.44814, 27.8157 ,0
54.21463,1.467439,79.07218,27.21289,49.64329,1.467439, 21.73975 ,0
16.50344,1.557025,63.93514,152.5819,-16.29264,1.557025, 2.118732 ,0
33.73756,1.44933,87.14603,24.9043,30.47537,1.44933, 14.40051 ,0
22.54847,1.487058,74.48599,113.7856,-12.6435,1.487058, 18.61086 ,0
41.26393,1.482741,75.37354,131.8517,-27.19905,1.482741, 30.99556 ,0
28.7306,1.462518,80.55963,83.88384,5.592329,1.462518, 28.1431 ,0
37.57074,1.475041,77.10358,117.5954,-16.3144,1.475041, 33.81161 ,0
38.00714,1.509201,70.54614,98.24877,-4.816646,1.509201, 37.67048 ,0
28.34085,1.455109,83.39791,46.65265,19.05543,1.455109, 20.9279 ,0
35.98204,1.459284,81.67948,167.1809,-35.4697,1.459284, 5.87178 ,0
22.64652,1.627216,56.38965,74.82854,10.82147,1.627216, 19.82707 ,0
33.99511,1.479604,76.0529,140.8898,-26.42136,1.479604, 21.33987 ,0
50.30576,1.480055,75.9533,70.61667,19.75886,1.480055, 46.23923 ,0
58.8733,1.470585,78.21823,107.5509,-18.90795,1.470585, 55.73502 ,0
44.23116,1.481178,75.70816,90.72665,2.136792,1.481178, 44.15468 ,0
51.4532,1.464384,79.96997,88.19038,3.554125,1.464384, 51.30941 ,0
5.993048,1.643659,54.83355,129.4501,-4.014573,1.643659, 4.134998 ,0
9.851886,1.464639,100.108,49.921,7.822537,1.464639, 5.807098 ,0
47.57958,1.480759,75.79899,70.02883,16.49735,1.480759, 44.60338 ,1
46.17284,1.472941,77.6165,24.56249,43.10336,1.472941, 16.48824 ,1
56.14958,1.472154,77.81432,63.08845,26.02478,1.472154, 49.73248 ,0
28.46909,1.452806,84.57247,26.31235,24.97301,1.452806, 13.59143 ,0
56.20217,1.465702,79.57344,150.115,-49.35795,1.465702, 26.83892 ,0
33.06038,1.48564,74.77198,160.635,-32.37117,1.48564, 6.548943 ,0
22.18274,1.451565,85.32575,135.422,-16.50697,1.451565, 14.74743 ,0
40.04469,1.469072,78.62095,97.22573,-2.872,1.469072, 39.91454 ,0
23.46227,1.522875,68.45892,63.03211,13.34112,1.522875, 19.23989 ,0
37.64009,1.466183,79.43216,98.55109,-8.369066,1.466183, 36.66859 ,0
38.17603,1.464296,79.99681,70.88439,12.70584,1.464296, 35.9698 ,1
53.08017,1.465963,79.49636,130.8228,-34.72657,1.465963, 40.11758 ,0
44.05307,1.470095,78.34709,129.2294,-28.66122,1.470095, 33.42223 ,1
52.39539,1.464174,80.0346,125.0095,-27.62372,1.464174, 44.49789 ,0
37.9566,1.459154,81.72762,96.28922,0.006439744,1.459154, 37.92854 ,0
16.62383,1.63716,55.44131,134.5938,-13.04503,1.63716, 10.17343 ,0
58.94975,1.47478,77.16636,104.4682,-18.37229,1.47478, 55.99426 ,0
28.92883,1.452352,84.83553,174.5493,-28.87543,1.452352, 0.988781 ,0
35.73591,1.454788,83.549,124.2515,-18.8203,1.454788, 30.34361 ,0
35.41718,1.496687,72.66578,150.5317,-31.84877,1.496687, 15.42051 ,0
23.69782,1.586181,60.58667,97.95175,-7.251932,1.586181, 22.50511 ,0
53.7135,1.462152,80.6799,105.383,-13.67908,1.462152, 51.92192 ,0
47.01226,1.460112,81.37915,169.578,-46.70145,1.460112, 5.195709 ,0
24.24641,1.449554,86.91456,156.9452,-22.85045,1.449554, 7.97773 ,0
48.81094,1.472275,77.78358,31.95743,42.05638,1.472275, 24.73058 ,1
50.75454,1.468319,78.8267,32.77019,43.8995,1.468319, 25.43031 ,0
39.69484,1.45184,85.14934,151.7607,-35.2379,1.45184, 18.21709 ,0
27.77293,1.550219,64.77576,94.77593,-4.245167,1.550219, 27.40275 ,0
